word,total_score,appeared_times,averange_score
轰炸,95,31,3.0645
廉价,73,31,2.3548
任性,106,31,3.4194
工业,99,31,3.1935
直到,99,31,3.1935
创新,89,31,2.871
无尿点,129,31,4.1613
成就,106,31,3.4194
历史,95,31,3.0645
骑士,98,31,3.1613
沉闷,81,31,2.6129
吸引力,83,31,2.6774
目前为止,111,31,3.5806
难受,80,31,2.5806
任务,99,31,3.1935
幸福,117,31,3.7742
丰富,106,31,3.4194
头发,97,31,3.129
挖掘,93,31,3
说明,95,31,3.0645
讨好,83,31,2.6774
节奏感,116,31,3.7419
难过,110,31,3.5484
无能,85,31,2.7419
全球,94,31,3.0323
他妈的,81,31,2.6129
好奇,101,31,3.2581
迷航,97,31,3.129
机场,106,31,3.4194
发生,102,31,3.2903
成员,102,31,3.2903
低龄,78,31,2.5161
老歌,102,31,3.2903
趣味,92,30,3.0667
叔叔,99,30,3.3
价值,87,30,2.9
打死,91,30,3.0333
外加,80,30,2.6667
地步,87,30,2.9
经历,103,30,3.4333
覺得,89,30,2.9667
看上去,99,30,3.3
太酷,124,30,4.1333
烂俗,88,30,2.9333
坐在,93,30,3.1
就让,103,30,3.4333
大脑,88,30,2.9333
情结,89,30,2.9667
赶脚,100,30,3.3333
进行,93,30,3.1
不怎么样,82,30,2.7333
怪怪的,92,30,3.0667
戏码,92,30,3.0667
拍摄,103,30,3.4333
伤害,96,30,3.2
开启,102,30,3.4
营造,94,30,3.1333
异形,95,30,3.1667
洗脑,97,30,3.2333
惊悚,97,30,3.2333
打打杀杀,78,30,2.6
有着,105,30,3.5
鸟人,100,30,3.3333
线索,99,30,3.3
恰到好处,118,30,3.9333
拼凑,79,30,2.6333
建议,90,30,3
空洞,67,30,2.2333
狗屎,50,30,1.6667
恶搞,97,30,3.2333
棒棒,117,30,3.9
加分,102,30,3.4
再见,90,30,3
醒来,74,30,2.4667
堆砌,72,30,2.4
生父,106,30,3.5333
玄学,99,30,3.3
打动,94,29,3.2414
身体,91,29,3.1379
玩儿,96,29,3.3103
少女,108,29,3.7241
了有,96,29,3.3103
饱满,110,29,3.7931
组合,102,29,3.5172
电影票,67,29,2.3103
屁股,91,29,3.1379
感覺,85,29,2.931
显然,90,29,3.1034
可看,77,29,2.6552
缺少,88,29,3.0345
阴谋,91,29,3.1379
辛苦,96,29,3.3103
胸肌,86,29,2.9655
原作,103,29,3.5517
听说,96,29,3.3103
姑娘,84,29,2.8966
据说,91,29,3.1379
高大,87,29,3
火花,91,29,3.1379
亮相,106,29,3.6552
大牌,82,29,2.8276
零点,105,29,3.6207
犯困,71,29,2.4483
提不起,69,29,2.3793
做作,81,29,2.7931
透顶,50,29,1.7241
太长,81,29,2.7931
家族,99,29,3.4138
团结,98,29,3.3793
超出,110,29,3.7931
很漂亮,99,29,3.4138
大师,93,29,3.2069
确定,89,29,3.069
群戏,98,29,3.3793
魔幻,92,29,3.1724
没死,96,29,3.3103
觉醒,82,29,2.8276
冷兵器,78,29,2.6897
计划生育,96,29,3.3103
腾讯,84,29,2.8966
知识,90,28,3.2143
融合,80,28,2.8571
合理,104,28,3.7143
结构,92,28,3.2857
动漫,84,28,3
铠甲,82,28,2.9286
国际,90,28,3.2143
制造,82,28,2.9286
发型,97,28,3.4643
服装,89,28,3.1786
消灭,93,28,3.3214
电影吧,81,28,2.8929
男孩,85,28,3.0357
核心,98,28,3.5
科幻电影,92,28,3.2857
不让,96,28,3.4286
圣斗士,95,28,3.3929
境界,89,28,3.1786
打发,80,28,2.8571
寻找,90,28,3.2143
差远了,65,28,2.3214
教育,88,28,3.1429
至极,80,28,2.8571
比不上,83,28,2.9643
氛围,92,28,3.2857
掩盖,83,28,2.9643
糊弄,65,28,2.3214
虎头蛇尾,86,28,3.0714
就行了,92,28,3.2857
承上启下,86,28,3.0714
放松,93,28,3.3214
神仙,83,28,2.9643
方法,89,28,3.1786
下集,87,28,3.1071
范爷,95,28,3.3929
战队,96,28,3.4286
又名,89,28,3.1786
离场,79,28,2.8214
动物,98,28,3.5
基调,96,28,3.4286
风情,99,28,3.5357
毛病,88,28,3.1429
哲学,83,28,2.9643
鸡丝,89,28,3.1786
化妆,87,28,3.1071
女侠,91,28,3.25
父子情,101,28,3.6071
爽快,99,27,3.6667
电视,85,27,3.1481
夸张,86,27,3.1852
注定,92,27,3.4074
热血沸腾,99,27,3.6667
先生,92,27,3.4074
思维,79,27,2.9259
注意,95,27,3.5185
甜心,101,27,3.7407
达到,76,27,2.8148
机甲,88,27,3.2593
重温,89,27,3.2963
习惯,94,27,3.4815
精良,97,27,3.5926
说真的,80,27,2.963
值回,104,27,3.8519
撑起,92,27,3.4074
社会,75,27,2.7778
真不错,98,27,3.6296
沉重,95,27,3.5185
烦死,77,27,2.8519
家伙,89,27,3.2963
还算,85,27,3.1481
支撑,83,27,3.0741
得到,89,27,3.2963
基础,85,27,3.1481
愚蠢,63,27,2.3333
意味,86,27,3.1852
前戏,78,27,2.8889
心态,88,27,3.2593
渲染,85,27,3.1481
荧幕,82,27,3.037
个人感觉,76,27,2.8148
认出,89,27,3.2963
好烂,60,27,2.2222
美学,88,27,3.2593
正太,87,27,3.2222
治愈,95,27,3.5185
完爆,101,27,3.7407
一塌糊涂,70,27,2.5926
戏剧,74,27,2.7407
放大,92,27,3.4074
改成,77,27,2.8519
雷人,62,27,2.2963
冰冰,82,27,3.037
腹肌,89,27,3.2963
开篇,87,27,3.2222
抛开,91,27,3.3704
推进,80,27,2.963
充斥,72,27,2.6667
影后,80,27,2.963
是否,94,27,3.4815
寡妇,84,27,3.1111
瞌睡,67,27,2.4815
独特,92,27,3.4074
老版,79,27,2.9259
调度,85,27,3.1481
打到,69,27,2.5556
人间,88,27,3.2593
身世,91,27,3.3704
麻辣,85,27,3.1481
鸡汤,90,27,3.3333
漫威式,80,27,2.963
法术,83,27,3.0741
镜像,94,27,3.4815
寄生,83,27,3.0741
抄袭,65,26,2.5
计划,92,26,3.5385
自恋,78,26,3
梦想,102,26,3.9231
人们,85,26,3.2692
化身,77,26,2.9615
可见,80,26,3.0769
外表,86,26,3.3077
好久没,79,26,3.0385
抢眼,90,26,3.4615
特写,86,26,3.3077
演得,92,26,3.5385
情况,79,26,3.0385
态度,77,26,2.9615
看吧,72,26,2.7692
不堪,71,26,2.7308
眼熟,81,26,3.1154
不值,65,26,2.5
喜爱,93,26,3.5769
直视,82,26,3.1538
别扭,82,26,3.1538
打得,83,26,3.1923
清新,90,26,3.4615
崛起,76,26,2.9231
侮辱,53,26,2.0385
自大,74,26,2.8462
实验室,71,26,2.7308
总统,80,26,3.0769
上身,86,26,3.3077
野心,88,26,3.3846
绝望,94,26,3.6154
小孩子,69,26,2.6538
美貌,86,26,3.3077
补完,90,26,3.4615
清晰,91,26,3.5
恩怨,88,26,3.3846
二战,85,26,3.2692
意识,84,26,3.2308
复仇记,78,26,3
呈现,90,26,3.4615
翅膀,72,26,2.7692
炫技,82,26,3.1538
导师,96,26,3.6923
单人,79,25,3.16
震惊,92,25,3.68
强烈,71,25,2.84
机械,83,25,3.32
打造,83,25,3.32
风骚,96,25,3.84
救人,84,25,3.36
大众,77,25,3.08
热爱,87,25,3.48
好意思,70,25,2.8
形容,73,25,2.92
铁甲,72,25,2.88
是从,82,25,3.28
超赞,107,25,4.28
物理,81,25,3.24
理想,93,25,3.72
太太,90,25,3.6
平衡,76,25,3.04
买票,74,25,2.96
圣母,78,25,3.12
关键时刻,86,25,3.44
美版,63,25,2.52
饰演,84,25,3.36
太好了,82,25,3.28
阻止,77,25,3.08
组织,65,25,2.6
傻子,51,25,2.04
影业,69,25,2.76
暴露,80,25,3.2
看不出,67,25,2.68
无视,84,25,3.36
标记,91,25,3.64
颗星,71,25,2.84
弱化,74,25,2.96
龙套,70,25,2.8
不可,81,25,3.24
脸谱化,68,25,2.72
草率,67,25,2.68
鼓掌,99,25,3.96
深沉,87,25,3.48
尝试,85,25,3.4
大陆,69,25,2.76
心灵,84,25,3.36
穿梭,92,25,3.68
盛宴,101,25,4.04
粗糙,63,25,2.52
脑袋,77,25,3.08
肉体,91,25,3.64
小女孩,79,25,3.16
不适,62,25,2.48
最弱,68,25,2.72
构建,71,25,2.84
漫威迷,82,25,3.28
爽片,82,25,3.28
大乱,73,25,2.92
神棍,75,25,3
谈恋爱,71,24,2.9583
烟火,82,24,3.4167
感慨,88,24,3.6667
真人版,79,24,3.2917
自负,75,24,3.125
头脑,67,24,2.7917
眼球,74,24,3.0833
统治,63,24,2.625
快乐,95,24,3.9583
召唤,90,24,3.75
弱点,80,24,3.3333
摇滚,87,24,3.625
感到,70,24,2.9167
神盾,82,24,3.4167
悲伤,84,24,3.5
愉悦,96,24,4
欺负,87,24,3.625
千篇一律,67,24,2.7917
将军,77,24,3.2083
先进,67,24,2.7917
隐藏,86,24,3.5833
挺好玩,81,24,3.375
四颗星,93,24,3.875
感叹,83,24,3.4583
胜利,77,24,3.2083
特质,81,24,3.375
持续,85,24,3.5417
份上,63,24,2.625
飞来飞去,65,24,2.7083
原版,75,24,3.125
血腥,81,24,3.375
紧身衣,73,24,3.0417
小心,81,24,3.375
看不到,67,24,2.7917
燃点,87,24,3.625
打着,60,24,2.5
分裂,71,24,2.9583
全面,79,24,3.2917
尖叫,88,24,3.6667
不失,84,24,3.5
附体,77,24,3.2083
薄弱,77,24,3.2083
仔细,76,24,3.1667
大哥,78,24,3.25
最酷,92,24,3.8333
负分,40,24,1.6667
不知所云,55,24,2.2917
自动,77,24,3.2083
目测,74,24,3.0833
金斯利,76,24,3.1667
相比之下,78,24,3.25
院线,77,24,3.2083
巨幕,85,24,3.5417
四射,86,24,3.5833
探讨,86,24,3.5833
切换,71,24,2.9583
走出,83,24,3.4583
质感,78,24,3.25
父母,72,24,3
孤独,79,24,3.2917
破产,77,24,3.2083
表白,93,24,3.875
干爹,85,24,3.5417
承包,89,24,3.7083
跳舞,89,24,3.7083
歌曲,74,24,3.0833
漫威片,79,24,3.2917
正反,78,24,3.25
想养,92,24,3.8333
小格,87,24,3.625
共生体,75,24,3.125
不止,76,23,3.3043
颠覆,78,23,3.3913
语言,71,23,3.087
分明,82,23,3.5652
机会,79,23,3.4348
没能,72,23,3.1304
错误,64,23,2.7826
和谐,71,23,3.087
带劲,87,23,3.7826
叫做,77,23,3.3478
爱情故事,86,23,3.7391
下限,63,23,2.7391
来得,72,23,3.1304
主人公,56,23,2.4348
用力,71,23,3.087
冲动,72,23,3.1304
总结,74,23,3.2174
关注,75,23,3.2609
在意,88,23,3.8261
违和,71,23,3.087
回忆,69,23,3
对象,79,23,3.4348
营养,52,23,2.2609
平淡无奇,54,23,2.3478
故事性,73,23,3.1739
搞定,65,23,2.8261
降低,66,23,2.8696
奇妙,77,23,3.3478
人人,76,23,3.3043
纯属,63,23,2.7391
败笔,63,23,2.7391
武戏,73,23,3.1739
无亮点,59,23,2.5652
形式,70,23,3.0435
牛奶,73,23,3.1739
答案,76,23,3.3043
全员,81,23,3.5217
功能,64,23,2.7826
理论,66,23,2.8696
水军,41,23,1.7826
期待值,81,23,3.5217
儿童片,55,23,2.3913
黑化,81,23,3.5217
悲情,83,23,3.6087
正邪,71,23,3.087
动人,89,23,3.8696
走心,70,23,3.0435
扎实,81,23,3.5217
清流,93,23,4.0435
群像,75,23,3.2609
幽灵,75,23,3.2609
螳螂,86,23,3.7391
级片,72,23,3.1304
警察,65,22,2.9545
矫情,66,22,3
没关系,67,22,3.0455
鲜明,76,22,3.4545
感兴趣,67,22,3.0455
赤裸裸,66,22,3
折腾,62,22,2.8182
天空,70,22,3.1818
爱人,83,22,3.7727
老实,66,22,3
变态,64,22,2.9091
小米,66,22,3
绿灯,74,22,3.3636
主义,61,22,2.7727
扮演,63,22,2.8636
心目,63,22,2.8636
调调,65,22,2.9545
真棒,82,22,3.7273
不太好,53,22,2.4091
友好,78,22,3.5455
大爷,69,22,3.1364
代表,70,22,3.1818
怪不得,71,22,3.2273
没事,73,22,3.3182
骗钱,51,22,2.3182
恭喜,74,22,3.3636
全家,66,22,3
响起,89,22,4.0455
浮夸,64,22,2.9091
文艺片,72,22,3.2727
增加,70,22,3.1818
艺术,71,22,3.2273
大决战,73,22,3.3182
暧昧,67,22,3.0455
崩溃,69,22,3.1364
高能,86,22,3.9091
远不如,57,22,2.5909
观赏性,80,22,3.6364
巅峰,80,22,3.6364
变化,63,22,2.8636
预算,65,22,2.9545
影迷,74,22,3.3636
见到,83,22,3.7727
条线,75,22,3.4091
身为,70,22,3.1818
即视,70,22,3.1818
心想,72,22,3.2727
硬生生,56,22,2.5455
提升,73,22,3.3182
搭配,75,22,3.4091
偶像,72,22,3.2727
割裂,60,22,2.7273
说教,61,22,2.7727
分级,71,22,3.2273
永恒,71,22,3.2273
强多,81,22,3.6818
手法,76,22,3.4545
局长,79,22,3.5909
还原,89,22,4.0455
彩虹桥,76,22,3.4545
忠信,59,22,2.6818
共鸣,69,22,3.1364
灰飞烟灭,73,22,3.3182
恶意,75,22,3.4091
呜呜,80,22,3.6364
催泪,83,22,3.7727
集齐,73,22,3.3182
肤色,67,22,3.0455
复古风,73,22,3.3182
资本主义,68,21,3.2381
看越,73,21,3.4762
创造,71,21,3.381
爷爷,80,21,3.8095
产物,63,21,3
反应,72,21,3.4286
框架,66,21,3.1429
蛮有意思,71,21,3.381
利用,72,21,3.4286
轻易,73,21,3.4762
引出,68,21,3.2381
掌握,73,21,3.4762
减一,53,21,2.5238
另类,69,21,3.2857
阴影,75,21,3.5714
看得人,67,21,3.1905
拍得,64,21,3.0476
叨叨,61,21,2.9048
路数,60,21,2.8571
盆友,79,21,3.7619
不伦不类,44,21,2.0952
不明,53,21,2.5238
厌倦,59,21,2.8095
炮灰,66,21,3.1429
欲望,68,21,3.2381
爆点,62,21,2.9524
天马行空,64,21,3.0476
打怪,69,21,3.2857
追逐,67,21,3.1905
在我看来,60,21,2.8571
联想,70,21,3.3333
有关,66,21,3.1429
路子,67,21,3.1905
可看性,68,21,3.2381
狗尾续貂,50,21,2.381
脆弱,68,21,3.2381
小打小闹,67,21,3.1905
凌乱,61,21,2.9048
实现,68,21,3.2381
不出,55,21,2.619
删减,63,21,3
连续剧,67,21,3.1905
来演,67,21,3.1905
小男孩,65,21,3.0952
妥妥,74,21,3.5238
前女友,67,21,3.1905
弥补,67,21,3.1905
长发,69,21,3.2857
愤怒,68,21,3.2381
约会,72,21,3.4286
深入,66,21,3.1429
全剧,60,21,2.8571
现身,69,21,3.2857
挺好,72,21,3.4286
认出来,71,21,3.381
时长,63,21,3
外传,63,21,3
灾难,56,21,2.6667
复制,61,21,2.9048
动不动,62,21,2.9524
保证,58,21,2.7619
追求,67,21,3.1905
特点,67,21,3.1905
骷髅,65,21,3.0952
霸道,72,21,3.4286
搞笑片,66,21,3.1429
萌死,87,21,4.1429
神域,65,21,3.0952
朋克,65,21,3.0952
青涩,80,21,3.8095
支线,69,21,3.2857
萌宠,67,21,3.1905
番茄,65,21,3.0952
雨果,68,21,3.2381
尾灯,78,21,3.7143
泪目,83,20,4.15
奇迹,66,20,3.3
炸弹,66,20,3.3
美国版,64,20,3.2
差劲,49,20,2.45
不起,47,20,2.35
关心,67,20,3.35
使用,62,20,3.1
标签,52,20,2.6
精致,70,20,3.5
善良,69,20,3.45
励志,68,20,3.4
篇幅,66,20,3.3
来讲,72,20,3.6
面具,69,20,3.45
改造,67,20,3.35
官方,66,20,3.3
同事,62,20,3.1
差强人意,60,20,3
合作,65,20,3.25
消遣,55,20,2.75
单调,59,20,2.95
人物形象,60,20,3
讨巧,64,20,3.2
仅此而已,56,20,2.8
快餐,57,20,2.85
意识形态,64,20,3.2
演出,61,20,3.05
信息量,69,20,3.45
进看,41,20,2.05
漏洞百出,41,20,2.05
忽悠,50,20,2.5
翻译成,72,20,3.6
碉堡,83,20,4.15
好不容易,58,20,2.9
面对,67,20,3.35
玩弄,61,20,3.05
预想,71,20,3.55
版权,65,20,3.25
头晕,53,20,2.65
加戏,63,20,3.15
松散,59,20,2.95
最帅,71,20,3.55
诡异,67,20,3.35
皮肤,54,20,2.7
命运,62,20,3.1
对得起,68,20,3.4
干什么,49,20,2.45
画蛇添足,62,20,3.1
细腻,77,20,3.85
心思,62,20,3.1
命题,67,20,3.35
好比,70,20,3.5
入侵,67,20,3.35
获得,71,20,3.55
脑子里,62,20,3.1
找回,71,20,3.55
千万别,57,20,2.85
试图,63,20,3.15
套餐,67,20,3.35
绿色,64,20,3.2
不见,65,20,3.25
耍宝,66,20,3.3
舍得,66,20,3.3
抛弃,57,20,2.85
快感,66,20,3.3
无语,49,20,2.45
缘故,58,20,2.9
尊重,53,20,2.65
美剧,52,20,2.6
生死,68,20,3.4
杀死,58,20,2.9
小人物,73,20,3.65
脱离,60,20,3
功力,72,20,3.6
平平,56,20,2.8
正式,79,20,3.95
落后,53,20,2.65
父女,66,20,3.3
品味,63,20,3.15
情深,73,20,3.65
冒险,70,20,3.5
守护,65,20,3.25
巧妙,78,20,3.9
客观,66,20,3.3
低分,66,20,3.3
人口,63,20,3.15
加持,63,20,3.15
锅盖,57,20,2.85
父女情,71,20,3.55
随身听,69,20,3.45
伐木,64,20,3.2
秃鹫,68,20,3.4
要好看,72,19,3.7895
枪版,59,19,3.1053
俨然,52,19,2.7368
飞行,66,19,3.4737
工作,66,19,3.4737
变种,57,19,3
天生,63,19,3.3158
铁皮,57,19,3
好吃,62,19,3.2632
要命,53,19,2.7895
房子,58,19,3.0526
起伏,57,19,3
有所,61,19,3.2105
傲慢,68,19,3.5789
鸡皮疙瘩,68,19,3.5789
大量,59,19,3.1053
帮助,59,19,3.1053
挑战,54,19,2.8421
反思,67,19,3.5263
调侃,60,19,3.1579
活着,61,19,3.2105
了不起,66,19,3.4737
可笑,47,19,2.4737
匮乏,43,19,2.2632
烧钱,46,19,2.4211
回事,56,19,2.9474
迟到,59,19,3.1053
光是,79,19,4.1579
太假,47,19,2.4737
時候,63,19,3.3158
地位,63,19,3.3158
无辜,53,19,2.7895
冲击,66,19,3.4737
终结,64,19,3.3684
剪掉,59,19,3.1053
催眠,42,19,2.2105
打开,62,19,3.2632
搞不懂,50,19,2.6316
壮观,73,19,3.8421
乱打,52,19,2.7368
作业,55,19,2.8947
了要,65,19,3.4211
开打,65,19,3.4211
决斗,57,19,3
象征,52,19,2.7368
上演,68,19,3.5789
拒绝,58,19,3.0526
花样,63,19,3.3158
不忍,47,19,2.4737
立场,63,19,3.3158
资源,52,19,2.7368
引发,63,19,3.3158
做好,60,19,3.1579
国际版,65,19,3.4211
女孩,56,19,2.9474
燃爆,79,19,4.1579
平行,61,19,3.2105
救赎,63,19,3.3158
当成,59,19,3.1053
拉低,48,19,2.5263
新片,68,19,3.5789
布局,66,19,3.4737
退场,42,19,2.2105
笑声,60,19,3.1579
国语,60,19,3.1579
大腿,66,19,3.4737
机灵,55,19,2.8947
狂欢,55,19,2.8947
萌翻,74,19,3.8947
颜色,52,19,2.7368
极端,61,19,3.2105
互殴,61,19,3.2105
死法,68,19,3.5789
讽刺,63,19,3.3158
市场,55,19,2.8947
包装,60,19,3.1579
公映,66,19,3.4737
患者,52,19,2.7368
豪华,62,19,3.2632
成本,48,19,2.5263
疲软,60,19,3.1579
两星,41,19,2.1579
只能靠,63,19,3.3158
又臭又长,41,19,2.1579
爱国主义,55,19,2.8947
魔戒,62,19,3.2632
谍影,68,19,3.5789
无功,62,19,3.2632
输出,62,19,3.2632
佳作,74,19,3.8947
认知,61,19,3.2105
初恋,62,19,3.2632
口哨,69,19,3.6316
辣鸡,43,19,2.2632
宇宙观,66,19,3.4737
飙车,58,19,3.0526
蜜汁,60,19,3.1579
宠物,66,19,3.4737
手套,71,19,3.7368
漫游,65,19,3.4211
把握,66,18,3.6667
回头,58,18,3.2222
有血有肉,69,18,3.8333
现场,61,18,3.3889
惊讶,66,18,3.6667
卖弄,55,18,3.0556
恐怖分子,52,18,2.8889
算不上,47,18,2.6111
理智,66,18,3.6667
麻麻,69,18,3.8333
观赏,58,18,3.2222
心爱,56,18,3.1111
红色,59,18,3.2778
世纪,56,18,3.1111
精英,59,18,3.2778
模式化,49,18,2.7222
英文,57,18,3.1667
了比,61,18,3.3889
跳跃,51,18,2.8333
优雅,59,18,3.2778
顶级,61,18,3.3889
删掉,59,18,3.2778
自爆,60,18,3.3333
索然无味,44,18,2.4444
肥皂剧,46,18,2.5556
挺爽,63,18,3.5
失控,59,18,3.2778
做出,65,18,3.6111
分不清,48,18,2.6667
人工智能,61,18,3.3889
苍白,48,18,2.6667
下载,56,18,3.1111
代入,57,18,3.1667
浓浓的,53,18,2.9444
肾上腺素,54,18,3
量产,55,18,3.0556
嘻嘻,62,18,3.4444
进来,58,18,3.2222
回去,54,18,3
上集,51,18,2.8333
实际,49,18,2.7222
双手,60,18,3.3333
原声,63,18,3.5
金发,58,18,3.2222
做人,57,18,3.1667
亲爱,58,18,3.2222
花哨,54,18,3
顺带,63,18,3.5
出新,63,18,3.5
组团,62,18,3.4444
不錯,65,18,3.6111
焦虑,59,18,3.2778
爆表,67,18,3.7222
总会,58,18,3.2222
嫌弃,59,18,3.2778
表面,50,18,2.7778
后者,57,18,3.1667
理念,62,18,3.4444
超强,64,18,3.5556
太棒,79,18,4.3889
葫芦娃,46,18,2.5556
指望,63,18,3.5
闹剧,47,18,2.6111
想不通,42,18,2.3333
看得出,50,18,2.7778
重重,65,18,3.6111
保留,60,18,3.3333
行动,55,18,3.0556
喜剧效果,61,18,3.3889
弄死,48,18,2.6667
外衣,55,18,3.0556
消费,49,18,2.7222
平凡,63,18,3.5
不变,58,18,3.2222
学会,59,18,3.2778
大妈,61,18,3.3889
三流,36,18,2
愉快,60,18,3.3333
星空,66,18,3.6667
私人,67,18,3.7222
国度,54,18,3
小弟,62,18,3.4444
战场,71,18,3.9444
停不下来,67,18,3.7222
在乎,57,18,3.1667
编排,60,18,3.3333
武神,51,18,2.8333
迷妹,60,18,3.3333
流水账,49,18,2.7222
绯红,67,18,3.7222
面君,74,18,4.1111
串烧,63,18,3.5
战狼,52,18,2.8889
人心,59,17,3.4706
模型,62,17,3.6471
嫌疑,58,17,3.4118
近几年,59,17,3.4706
造成,53,17,3.1176
姿势,60,17,3.5294
花钱,38,17,2.2353
妹纸,51,17,3
心脏,56,17,3.2941
卖肉,47,17,2.7647
事实,51,17,3
献给,54,17,3.1765
同情,57,17,3.3529
特殊,50,17,2.9412
纪念,64,17,3.7647
挣扎,47,17,2.7647
学学,40,17,2.3529
思路,58,17,3.4118
激动人心,59,17,3.4706
距离,51,17,3
期望值,48,17,2.8235
变形,58,17,3.4118
伤心,60,17,3.5294
不感兴趣,48,17,2.8235
浮云,47,17,2.7647
子弹,54,17,3.1765
仇者,49,17,2.8824
无所谓,54,17,3.1765
直白,57,17,3.3529
寂寞,64,17,3.7647
提到,57,17,3.3529
花生,56,17,3.2941
道具,52,17,3.0588
大戏,57,17,3.3529
升华,54,17,3.1765
相似,53,17,3.1176
迷失,51,17,3
联手,64,17,3.7647
续作,54,17,3.1765
毁掉,42,17,2.4706
自私,46,17,2.7059
炸掉,57,17,3.3529
深挖,55,17,3.2353
混蛋,60,17,3.5294
隐喻,63,17,3.7059
礼花,62,17,3.6471
放映,56,17,3.2941
压根,52,17,3.0588
日记,58,17,3.4118
整场,55,17,3.2353
逗趣,59,17,3.4706
当作,63,17,3.7059
进化,55,17,3.2353
功课,57,17,3.3529
体会,60,17,3.5294
节操,49,17,2.8824
死不了,46,17,2.7059
压力,57,17,3.3529
适应,53,17,3.1176
爆发,56,17,3.2941
死忠,54,17,3.1765
模样,48,17,2.8235
停留,46,17,2.7059
基佬,55,17,3.2353
紧张感,53,17,3.1176
痕迹,45,17,2.6471
耳朵,52,17,3.0588
面孔,55,17,3.2353
欣慰,65,17,3.8235
蓝色,57,17,3.3529
差评,52,17,3.0588
认同,48,17,2.8235
恐怖片,55,17,3.2353
宽容,45,17,2.6471
信服,51,17,3
忧郁,57,17,3.3529
无处不在,57,17,3.3529
对付,52,17,3.0588
石头,57,17,3.3529
爱情片,54,17,3.1765
承接,52,17,3.0588
好好笑,60,17,3.5294
很足,62,17,3.6471
可乐,58,17,3.4118
欢迎,56,17,3.2941
引起,50,17,2.9412
影厅,60,17,3.5294
拥抱,57,17,3.3529
武力,45,17,2.6471
一言不合,58,17,3.4118
主创,48,17,2.8235
配方,53,17,3.1176
昆虫,52,17,3.0588
问号,48,17,2.8235
树精,50,17,2.9412
歌单,60,17,3.5294
豆人,66,17,3.8824
对口型,70,17,4.1176
真剂,50,17,2.9412
月光宝盒,53,17,3.1176
活力,67,17,3.9412
筑墙,58,17,3.4118
暴乱,61,17,3.5882
典范,55,16,3.4375
风趣,61,16,3.8125
花花公子,57,16,3.5625
概括,51,16,3.1875
神界,49,16,3.0625
整片,56,16,3.5
一模一样,54,16,3.375
小萝卜头,57,16,3.5625
足以,61,16,3.8125
起飞,54,16,3.375
演戏,51,16,3.1875
毕业,51,16,3.1875
传奇,50,16,3.125
注意力,51,16,3.1875
日子,52,16,3.25
全身,56,16,3.5
架构,48,16,3
正义感,49,16,3.0625
心酸,56,16,3.5
背叛,46,16,2.875
高端,52,16,3.25
分子,51,16,3.1875
造就,49,16,3.0625
涉及,56,16,3.5
操作,52,16,3.25
勇敢,57,16,3.5625
怪异,45,16,2.8125
男生,47,16,2.9375
耐看,57,16,3.5625
革命,53,16,3.3125
口水,51,16,3.1875
铁罐,53,16,3.3125
自以为是,45,16,2.8125
人气,53,16,3.3125
块钱,41,16,2.5625
专门,43,16,2.6875
信仰,53,16,3.3125
层面,56,16,3.5
太小,46,16,2.875
二星,31,16,1.9375
看复,48,16,3
真够,42,16,2.625
不大,52,16,3.25
国人,42,16,2.625
老板,52,16,3.25
真帅,57,16,3.5625
待见,48,16,3
不合理,41,16,2.5625
拖拉,44,16,2.75
当做,49,16,3.0625
剧里,48,16,3
无爱,36,16,2.25
神级,54,16,3.375
可有可无,52,16,3.25
离开,48,16,3
话题,54,16,3.375
摆脱,55,16,3.4375
碎片,53,16,3.3125
剧中,48,16,3
代价,44,16,2.75
骄傲,61,16,3.8125
好烦,50,16,3.125
营销,45,16,2.8125
电梯,53,16,3.3125
回味,46,16,2.875
调皮,52,16,3.25
符号,49,16,3.0625
军团,52,16,3.25
庆幸,51,16,3.1875
治疗,50,16,3.125
主旨,44,16,2.75
事件,53,16,3.3125
欢呼,72,16,4.5
格格不入,41,16,2.5625
萌得,63,16,3.9375
