word,total_score,appeared_times,averange_score
丑帅界,4,1,4
兵斗者,4,1,4
异度,5,1,5
主战场,4,1,4
胡子拉碴,4,1,4
表针,4,1,4
修图,4,1,4
前有斗舞偷,4,1,4
未满,4,1,4
星分,4,1,4
定情,5,1,5
直愣愣,4,1,4
瓶漫威,4,1,4
奥义,4,1,4
心醉神迷,4,1,4
騙子,4,1,4
抽著,4,1,4
自殺,4,1,4
拒絕,4,1,4
現場,4,1,4
哲學,4,1,4
分類,4,1,4
笑得尷尬,4,1,4
歸入,4,1,4
密碼,4,1,4
咒語,4,1,4
吹灰,4,1,4
御魂,4,1,4
打救,4,1,4
给写,4,1,4
很深,4,1,4
出家人,4,1,4
莫过于此,4,1,4
秘术,4,1,4
侠之大者,4,1,4
谷视,4,1,4
占有,4,1,4
奖提名,4,1,4
刀刃,4,1,4
图案,4,1,4
打印,4,1,4
认识论,4,1,4
海域,4,1,4
飞满,4,1,4
致谢,4,1,4
得失心,4,1,4
活法,4,1,4
无须再,4,1,4
坦然,4,1,4
着毁,4,1,4
变迷,4,1,4
地引人,5,1,5
侵蚀,5,1,5
抽出来,5,1,5
了读,5,1,5
英气逼人,5,1,5
烈火,4,1,4
粘人,5,1,5
一毛,5,1,5
爽酷,5,1,5
扇子舞,4,1,4
奇门遁甲,4,1,4
收费,4,1,4
视觉艺术,4,1,4
黑金属,5,1,5
乐队,5,1,5
集满,5,1,5
回暖,5,1,5
畫幅,4,1,4
熟练工,4,1,4
折射出,4,1,4
赞积家,4,1,4
电影院线,5,1,5
倾慕,5,1,5
隔壁家,5,1,5
衰漫,5,1,5
拿不出手,5,1,5
有事没事,5,1,5
连部,5,1,5
杰作,5,1,5
音号,4,1,4
小号,4,1,4
可素,4,1,4
疯大,4,1,4
太给力,5,1,5
缘定,4,1,4
没读,4,1,4
简出,4,1,4
万事万物,4,1,4
留面,5,1,5
原諒,5,1,5
甚佳,4,1,4
部曲,5,1,5
机械舞,4,1,4
炸毛,4,1,4
炸帅,5,1,5
维基百科,5,1,5
请回去,5,1,5
翻折,4,1,4
谈吐,4,1,4
完脑补,4,1,4
金安,4,1,4
复刻,4,1,4
面部皮肤,5,1,5
所帶,4,1,4
視效,4,1,4
難忘,4,1,4
華麗,4,1,4
事實上,4,1,4
幫助,4,1,4
帶來,4,1,4
比人,5,1,5
了无,4,1,4
开至,4,1,4
潦倒,4,1,4
着为,4,1,4
信仰者,4,1,4
理论依据,4,1,4
学徒,4,1,4
增多,4,1,4
异教徒,4,1,4
歇菜,4,1,4
不兴,4,1,4
上递,4,1,4
护身符,4,1,4
祈祷,4,1,4
黑长,4,1,4
缘起,4,1,4
抽去,4,1,4
标古,4,1,4
仙儿,4,1,4
健康长寿,4,1,4
看拔,5,1,5
炼金术,4,1,4
存档,5,1,5
潜能,5,1,5
外功,4,1,4
秘卷,4,1,4
施准,4,1,4
漫威学,4,1,4
心法,4,1,4
名医,4,1,4
不慎,4,1,4
驾车,4,1,4
激似,4,1,4
全收,4,1,4
荧光棒,5,1,5
吹泡泡,5,1,5
超粒方,5,1,5
折断,5,1,5
海风,4,1,4
诗歌,4,1,4
前所未见,4,1,4
同归,4,1,4
锁住,4,1,4
魂魄,4,1,4
三漫威,4,1,4
言说,5,1,5
听清,5,1,5
眾神,4,1,4
只為,4,1,4
黑鐵,4,1,4
全為,4,1,4
闢護,4,1,4
時代,4,1,4
神話學,4,1,4
看雪,4,1,4
詭異,4,1,4
說到,4,1,4
福和,4,1,4
民权县,4,1,4
城影院,4,1,4
帝都,4,1,4
悦目,4,1,4
领子,4,1,4
亏本,4,1,4
压塞,4,1,4
抽液,4,1,4
除颤,4,1,4
弯道,4,1,4
心肺,4,1,4
做起,4,1,4
山路,4,1,4
机动车,4,1,4
吸星,4,1,4
开段,4,1,4
打力,4,1,4
借力,4,1,4
禅师,4,1,4
叔演,4,1,4
等价交换,4,1,4
接应,4,1,4
兄控,4,1,4
锋利,4,1,4
天猫,5,1,5
挺溜,5,1,5
稳如,4,1,4
了闲,4,1,4
买漫,4,1,4
佛学,4,1,4
气量,4,1,4
巫術,5,1,5
產生,5,1,5
電影會,5,1,5
隨著,5,1,5
一年一度,5,1,5
推移,5,1,5
联攒,4,1,4
杠逆,4,1,4
击节,5,1,5
翻腾,5,1,5
全干,4,1,4
干挠,4,1,4
仔面,5,1,5
益力,5,1,5
披風,5,1,5
膚淺,5,1,5
我漫威,5,1,5
體貼,5,1,5
等續,5,1,5
貼心,5,1,5
有板有眼,5,1,5
吓哭,4,1,4
翻卷,4,1,4
前人,4,1,4
值放,4,1,4
梯队,4,1,4
法袍,4,1,4
英剧,5,1,5
迷狂,4,1,4
怒取,4,1,4
眼疾,4,1,4
楞漫威,5,1,5
版卷,5,1,5
变短,5,1,5
高品位,5,1,5
全通,4,1,4
全压,4,1,4
威新,5,1,5
列传,5,1,5
无法形容,4,1,4
抄点,4,1,4
可视化,4,1,4
交互,4,1,4
毁过,4,1,4
氣質,4,1,4
医者,4,1,4
原味,5,1,5
光亮,5,1,5
改能,5,1,5
了服,5,1,5
强排,5,1,5
悟出,4,1,4
就此打住,4,1,4
两全,4,1,4
市场营销,4,1,4
说漫威,5,1,5
交领,5,1,5
半臂,5,1,5
天龙八部,4,1,4
不适感,4,1,4
天时地利人和,5,1,5
衰到,5,1,5
耍帅,5,1,5
怄气,5,1,5
党会,5,1,5
难以相信,4,1,4
掌打,5,1,5
睡够,4,1,4
一爱,5,1,5
黑势力,5,1,5
总风,4,1,4
过毁,4,1,4
抛去,4,1,4
尼泊尔语,4,1,4
红队,5,1,5
大饼,5,1,5
不可估量,5,1,5
手绢,5,1,5
重涂,4,1,4
大键琴,4,1,4
花票,4,1,4
古典风格,4,1,4
音色,4,1,4
守交,5,1,5
视像,4,1,4
头晕目眩,4,1,4
通话,4,1,4
求知,4,1,4
馈赠,4,1,4
源流,4,1,4
天敌,4,1,4
音乐盒,4,1,4
鬼片,4,1,4
荒想,4,1,4
飘给,4,1,4
看和,4,1,4
一颦一势,5,1,5
大千世界,5,1,5
上籍,4,1,4
磨练,4,1,4
联外,4,1,4
除复,4,1,4
紧随,4,1,4
各段落,4,1,4
面谱,4,1,4
大炸,4,1,4
个圈,4,1,4
连外,4,1,4
用给,4,1,4
鬼压床,5,1,5
氣體,4,1,4
沒進,4,1,4
老媽,4,1,4
招西,4,1,4
积分,4,1,4
有生以来,4,1,4
一键,4,1,4
新鮮,4,1,4
書記,4,1,4
为看,4,1,4
达演,4,1,4
汀呆,4,1,4
街号,4,1,4
图灵,4,1,4
望其项背,5,1,5
了诺,5,1,5
步履蹒跚,5,1,5
走好,5,1,5
引诱,5,1,5
漫威谈,4,1,4
喊帅,5,1,5
预售票,5,1,5
死而无憾,5,1,5
就加,4,1,4
画符,5,1,5
星想,5,1,5
法式,5,1,5
存点,4,1,4
以防,4,1,4
血崩,4,1,4
对们,4,1,4
后知后觉,4,1,4
近在眼前,4,1,4
分校,4,1,4
工会,4,1,4
没人说,4,1,4
不拍,4,1,4
冻结,4,1,4
职场,4,1,4
普度,4,1,4
会划,4,1,4
大爽片的,5,1,5
涵养,5,1,5
社长,4,1,4
爱漫,5,1,5
吃漫,5,1,5
槽點,4,1,4
美麗無雙,4,1,4
加給,4,1,4
發揚,4,1,4
較蠢,4,1,4
光頭,4,1,4
漫威不死,4,1,4
比不懂,4,1,4
答卷,4,1,4
接二连三,4,1,4
劳力士,4,1,4
单程票,4,1,4
手腕子,4,1,4
金表,4,1,4
写文章,4,1,4
初始状态,4,1,4
必然选择,4,1,4
兜售,5,1,5
空间感,4,1,4
魂和体,4,1,4
得有,4,1,4
多乱,4,1,4
伸到,4,1,4
相对论,4,1,4
放错,5,1,5
败下阵来,5,1,5
实体化,4,1,4
下写,4,1,4
圆脸,4,1,4
奔四,4,1,4
入胜,4,1,4
及时行乐,5,1,5
苦短,5,1,5
留不住,5,1,5
无能为力,5,1,5
明艳,4,1,4
断脚,3,1,3
折手,3,1,3
沾身,3,1,3
片叶,3,1,3
忘本,3,1,3
花团锦簇,3,1,3
搬运工,3,1,3
番话,3,1,3
恻隐之心,3,1,3
叛教,3,1,3
到习,3,1,3
感细想,3,1,3
教主,3,1,3
稻草,3,1,3
脑积水,3,1,3
登堂入室,3,1,3
能持,3,1,3
持否,3,1,3
住持,3,1,3
人尽皆知,3,1,3
幻戏,3,1,3
下能,3,1,3
挺飞,3,1,3
小节,3,1,3
停滞,3,1,3
平槽,3,1,3
分视,3,1,3
占比,3,1,3
上真绝,3,1,3
浩渺,3,1,3
得益于,3,1,3
花筒,3,1,3
刻劃,3,1,3
糊掉,3,1,3
地弱,3,1,3
中離,3,1,3
前菜,3,1,3
過渡,3,1,3
眼線,3,1,3
师太,3,1,3
闲师,3,1,3
定闲,3,1,3
好定,3,1,3
掌门,3,1,3
学成,3,1,3
师弟,3,1,3
咏唱,3,1,3
心血来潮,3,1,3
旧式,3,1,3
撤兵,3,1,3
毕业生,3,1,3
想入,3,1,3
了好,3,1,3
似笑非笑,3,1,3
香功,3,1,3
寸金,3,1,3
蒸朋风,3,1,3
隐修,3,1,3
公车,3,1,3
夫人,3,1,3
人僧,3,1,3
下一辈,3,1,3
生春,3,1,3
炸雷,3,1,3
偏科,3,1,3
变法,3,1,3
拍没,3,1,3
防水,3,1,3
底锅漫威,3,1,3
星级,3,1,3
禅悟,3,1,3
佛家,3,1,3
撬开,3,1,3
哇噻,3,1,3
感科,3,1,3
挺火,3,1,3
哑火,3,1,3
举例,3,1,3
个码,3,1,3
小剑,3,1,3
我朝,3,1,3
高学历,3,1,3
惨祸,3,1,3
肇事,3,1,3
举报,3,1,3
警方,3,1,3
摩度,3,1,3
自然法则,3,1,3
家庭作业,3,1,3
顺溜,3,1,3
超像,3,1,3
求医,3,1,3
问道,3,1,3
了帅,3,1,3
黑化差,3,1,3
全视,3,1,3
层次感,3,1,3
小景,3,1,3
看分,3,1,3
招让,3,1,3
不敢苟同,3,1,3
忠告,3,1,3
贵气,3,1,3
男士,3,1,3
衰退,3,1,3
玩耍,3,1,3
炫漫,3,1,3
一举两得,3,1,3
永恒性,3,1,3
受胎,3,1,3
比蚁,3,1,3
人差,3,1,3
蒼穹,3,1,3
軍隊,3,1,3
不過,3,1,3
縮回,3,1,3
弈棋,3,1,3
特儿,3,1,3
历史进程,3,1,3
折扇,3,1,3
没编,3,1,3
驱逐,3,1,3
学术,3,1,3
感强,3,1,3
三要素,3,1,3
大学物理,3,1,3
教材,3,1,3
覺上,3,1,3
單集,3,1,3
了視,3,1,3
绚而炫,3,1,3
欣阳,3,1,3
任督,3,1,3
绘述,3,1,3
特校,3,1,3
培训班,3,1,3
批块,3,1,3
破布,3,1,3
挺好漫,3,1,3
手演,3,1,3
抑再扬,3,1,3
先扬后,3,1,3
画册,3,1,3
相似之处,3,1,3
无线网,3,1,3
习得,3,1,3
行漫威,3,1,3
可还,3,1,3
可新,3,1,3
引人,3,1,3
显晕,3,1,3
止于,3,1,3
群里,3,1,3
小厅,3,1,3
完算,3,1,3
惊涛骇浪,3,1,3
男凭,3,1,3
挥进,3,1,3
不错呀,3,1,3
感不强,3,1,3
纠正,3,1,3
草鱼,3,1,3
除魔,3,1,3
斩妖,3,1,3
三顾茅庐,3,1,3
靠边站,3,1,3
漫威拍别,3,1,3
相有,3,1,3
腐尔,3,1,3
女古一,3,1,3
摩斯,3,1,3
关键人物,3,1,3
食肉,3,1,3
学士,3,1,3
图样,3,1,3
吸取,3,1,3
连续性,3,1,3
意外获得,3,1,3
虚弱者,3,1,3
肩负起,3,1,3
重大事故,3,1,3
乱序,3,1,3
好弃,3,1,3
开办,3,1,3
了治,3,1,3
好够,3,1,3
疲劳轰炸,3,1,3
发功,3,1,3
前例,3,1,3
多如牛毛,3,1,3
驱鬼,3,1,3
岂能,3,1,3
写实派,3,1,3
恬淡寡欲,3,1,3
比花,3,1,3
笑穴,3,1,3
试学,3,1,3
血源,3,1,3
异术,3,1,3
烧鹅,3,1,3
黑白片,3,1,3
连续不断,3,1,3
唯心论,3,1,3
唯物论,3,1,3
价值体系,3,1,3
奇点,3,1,3
逼会,3,1,3
赞对,3,1,3
老怪,3,1,3
化缺爷,3,1,3
冲撞,3,1,3
挤掉,3,1,3
战事,3,1,3
几十年如一日,3,1,3
霸能,3,1,3
了面,3,1,3
停搏,3,1,3
心律,3,1,3
手生,3,1,3
飞真,3,1,3
死脑筋,3,1,3
顿攻,3,1,3
载体,3,1,3
闹去,3,1,3
精密,3,1,3
临空,3,1,3
掀桌,3,1,3
信身,3,1,3
降分,3,1,3
利己主义,3,1,3
和古一,3,1,3
构画,3,1,3
炸遍,3,1,3
请换,3,1,3
解馋,3,1,3
爆弄,3,1,3
个音,3,1,3
成学,3,1,3
气味,3,1,3
附赠品,3,1,3
垂涎,3,1,3
磕起,3,1,3
见过世面,3,1,3
大票,3,1,3
拍剧,3,1,3
不得已而为之,3,1,3
羞耻感,3,1,3
麦麦,3,1,3
物有所,3,1,3
摄影棚,3,1,3
粗放,3,1,3
重播,3,1,3
失焦,3,1,3
谣言,3,1,3
炫过,3,1,3
哑然,3,1,3
似是而非,3,1,3
圣人,3,1,3
口口相传,3,1,3
对战大太,3,1,3
作怪,3,1,3
级新生,3,1,3
特就,3,1,3
斗智斗勇,3,1,3
较劲,3,1,3
道袍,3,1,3
基石,3,1,3
审查,3,1,3
强刷,3,1,3
几何图形,3,1,3
寥寥无几,3,1,3
颤动,3,1,3
声傅,3,1,3
所以然,3,1,3
译文,3,1,3
混淆不清,3,1,3
沦入,3,1,3
浅层,3,1,3
圆圈,3,1,3
闭合,3,1,3
斜教,3,1,3
念经,3,1,3
勁兒,3,1,3
車禍,3,1,3
斷手無法,3,1,3
人無二致沒,3,1,3
致車,3,1,3
條件,3,1,3
開車,3,1,3
禍殘廢,3,1,3
勢力,3,1,3
機導,3,1,3
我神,3,1,3
看给,3,1,3
人太,3,1,3
學生,3,1,3
撇開,3,1,3
靈體,3,1,3
颠儿,3,1,3
疯人院,3,1,3
福用,3,1,3
深点,3,1,3
阅片量,3,1,3
疲劳过度,3,1,3
切实,3,1,3
翻花绳,3,1,3
闪避,3,1,3
油漆,3,1,3
偶然间,3,1,3
旅行团,3,1,3
民谣歌手,3,1,3
护工,3,1,3
风铃,3,1,3
散心,3,1,3
苦闷,3,1,3
递给,3,1,3
车贷,3,1,3
了任,3,1,3
稳定下来,3,1,3
玩多,3,1,3
可汗,3,1,3
刑讯逼供,3,1,3
顺遂,3,1,3
建置,3,1,3
毒舌人,3,1,3
和卷,3,1,3
设古,3,1,3
大街小巷,3,1,3
穿行,3,1,3
路线斗争,3,1,3
爱将,3,1,3
连播,3,1,3
在身,3,1,3
呃漫,3,1,3
生死观,3,1,3
了常,3,1,3
唯物,3,1,3
宿命论,3,1,3
定数,3,1,3
破纸,3,1,3
同门,3,1,3
刮胡刀,3,1,3
吸光,3,1,3
瑜伽,3,1,3
形体,3,1,3
程门立雪,3,1,3
想赞,3,1,3
卡姿,3,1,3
科技时代,3,1,3
太能,3,1,3
放得,3,1,3
冷梗,3,1,3
丈二和尚摸不着头脑,3,1,3
不高不低,3,1,3
般若,3,1,3
撤走,3,1,3
所学,3,1,3
比较突出,3,1,3
英福,3,1,3
划拉,3,1,3
无赖,3,1,3
无涉,3,1,3
晃动起来,3,1,3
成厅,3,1,3
下午茶,3,1,3
误戳,3,1,3
部剧,3,1,3
画圈,3,1,3
守信用,3,1,3
道义,3,1,3
鞠躬,3,1,3
信用,3,1,3
委以重任,3,1,3
潜力股,3,1,3
精神污染,3,1,3
原宿,3,1,3
战的,3,1,3
指甲油,3,1,3
秀才,3,1,3
最冷,3,1,3
哼误,3,1,3
结了婚,3,1,3
扒掉,3,1,3
扔到,3,1,3
稳居,3,1,3
矯情,3,1,3
另存,3,1,3
愤而,3,1,3
漫改风,3,1,3
不早了,3,1,3
哥夫,3,1,3
配盗,3,1,3
雕琢,3,1,3
漫威双绝,3,1,3
嫌疑犯,3,1,3
狩猎,3,1,3
假版,3,1,3
范和漫威式,3,1,3
轰动,3,1,3
因果报应,3,1,3
飞机票,3,1,3
意气风发,3,1,3
迎接挑战,3,1,3
高楼大厦,3,1,3
瑜不掩瑕,3,1,3
改头换面,3,1,3
挖空心思,3,1,3
中一星,3,1,3
背书,3,1,3
透成,3,1,3
双汇,3,1,3
火腿肠,3,1,3
不惜代价,3,1,3
谈心,3,1,3
鸡冻,3,1,3
不言而喻,3,1,3
大长,3,1,3
颗烂,3,1,3
慌的,3,1,3
整的,3,1,3
妈差,3,1,3
精熟,3,1,3
木头,3,1,3
创巴,3,1,3
糊里糊涂,3,1,3
可配,3,1,3
赶跑,3,1,3
信号,3,1,3
写篇,3,1,3
扒开,3,1,3
丘道,3,1,3
联比,3,1,3
有所增加,3,1,3
男主话,3,1,3
冷淡,3,1,3
交融,3,1,3
头丑,3,1,3
令人满意,3,1,3
投票,3,1,3
白袍,3,1,3
視感,3,1,3
出聲,3,1,3
表下,3,1,3
表有,3,1,3
盗梦,3,1,3
三针,3,1,3
月相,3,1,3
比戏,3,1,3
挡路,3,1,3
五道口,3,1,3
新解,3,1,3
没的挑的,3,1,3
结衣,3,1,3
总演,3,1,3
坚持到底,3,1,3
终极版,3,1,3
恨铁不成钢,3,1,3
我数,3,1,3
魔法石,3,1,3
自娱自乐,3,1,3
不土不洋,3,1,3
不中不西,3,1,3
安睡,3,1,3
赞没,3,1,3
挽起,3,1,3
多变,3,1,3
门用,3,1,3
加血,3,1,3
太妙了,3,1,3
精于,3,1,3
摒弃,3,1,3
和修真,3,1,3
理论体系,3,1,3
吃小灶,3,1,3
炼丹,3,1,3
怪癖,3,1,3
带路,3,1,3
不太想,3,1,3
佛教徒,3,1,3
值得称颂,3,1,3
电焊工,3,1,3
树花,3,1,3
中用,3,1,3
師傅,3,1,3
心靈,3,1,3
術刀,3,1,3
崩潰,3,1,3
意義,3,1,3
汉鼎,3,1,3
宇佑,3,1,3
中二太美,3,1,3
幻系,3,1,3
真稳,3,1,3
在技术上,3,1,3
梦梦,3,1,3
大仙,3,1,3
打心,3,1,3
唯物主义者,3,1,3
出下,3,1,3
现代文学,3,1,3
辛苦工作,3,1,3
走在,3,1,3
小圆圈,3,1,3
纸本,3,1,3
不容,3,1,3
旅人,2,1,2
东施效颦,2,1,2
资料片,2,1,2
身兼,2,1,2
道场,2,1,2
稀碎,2,1,2
兒科,2,1,2
服手,2,1,2
拉碴,2,1,2
架構,2,1,2
傳教者,2,1,2
受傷,2,1,2
靠视,2,1,2
效撑,2,1,2
勾兑,2,1,2
挺起来,2,1,2
妈生,2,1,2
练拳,2,1,2
颇具规模,2,1,2
宗教团体,2,1,2
拗不过,2,1,2
瞎掉,2,1,2
达念,2,1,2
参透,2,1,2
咯漫,2,1,2
其他同学,2,1,2
何謂,2,1,2
說像,2,1,2
難以言說,2,1,2
體現,2,1,2
創作,2,1,2
折疊,2,1,2
抄形,2,1,2
影視,2,1,2
腦洞,2,1,2
用上,1,1,1
大仁大义,2,1,2
部东,2,1,2
提交,2,1,2
扮鬼,2,1,2
聊假,2,1,2
装书,2,1,2
扮马,2,1,2
洋鬼子,2,1,2
羊皮,2,1,2
皮球,2,1,2
关键性,2,1,2
学去,2,1,2
意境,2,1,2
乱转,2,1,2
口述,2,1,2
浅浅的,2,1,2
重单,2,1,2
金狮,2,1,2
跑来跑去,2,1,2
送过,1,1,1
恰特,1,1,1
无事,1,1,1
短剧,2,1,2
够够,2,1,2
真伪,2,1,2
秘教,2,1,2
救下来,2,1,2
先知,2,1,2
很膈,2,1,2
萌没,2,1,2
没说出,2,1,2
相配,2,1,2
空壳,2,1,2
哭天抢地,2,1,2
烦透,2,1,2
染坊,2,1,2
晕眩,2,1,2
鸿毛,2,1,2
骇浪,2,1,2
奔雷,2,1,2
关要,2,1,2
照死,2,1,2
融不进漫威,2,1,2
零敲碎打,2,1,2
骤雨,2,1,2
空间结构,2,1,2
投进,2,1,2
痛楚,2,1,2
超现实主义,2,1,2
千丝万缕,2,1,2
乱漫威,2,1,2
停尸房,2,1,2
鬓角,2,1,2
春卷,2,1,2
皮子,2,1,2
剥除,2,1,2
了学,2,1,2
店风,2,1,2
开题,2,1,2
真题,2,1,2
跑跑,2,1,2
瞎猜,2,1,2
因果律,2,1,2
司空见惯,2,1,2
炫人,2,1,2
引去,2,1,2
赚取,2,1,2
单出,2,1,2
坏东西,2,1,2
正们,2,1,2
婊的,2,1,2
怕麻烦,2,1,2
妄为,2,1,2
好赞,2,1,2
引人注意,2,1,2
得胜,2,1,2
分辨率,2,1,2
只剩,2,1,2
脱颖而出,2,1,2
飞不天,2,1,2
摔死,2,1,2
地板,2,1,2
正念,2,1,2
话术,2,1,2
算了算,2,1,2
亲麻瓜,2,1,2
人麻瓜,2,1,2
寿命,2,1,2
延长,2,1,2
蠻好,2,1,2
洗心革面,2,1,2
好牌,2,1,2
炫版,2,1,2
逻辑关系,2,1,2
自讨没趣,2,1,2
没毛,2,1,2
出为,2,1,2
刷琅,2,1,2
个神,2,1,2
互悖,2,1,2
神鬼,2,1,2
损伤,2,1,2
蝴蝶,1,1,1
仙剑,1,1,1
完成学业,1,1,1
缠服,2,1,2
斑白,2,1,2
两鬓,2,1,2
无姓,2,1,2
有名,2,1,2
像出,2,1,2
强犯,2,1,2
职业病,2,1,2
小黄瓜,2,1,2
气宗,2,1,2
组点,2,1,2
痴人说梦,2,1,2
习以为常,2,1,2
胳肢窝,2,1,2
当心,2,1,2
颧骨,2,1,2
耐飞,2,1,2
空间和时,2,1,2
真命天子,2,1,2
待家,2,1,2
阴雨,2,1,2
男医生,2,1,2
补西墙,2,1,2
东墙,2,1,2
变通,2,1,2
发展史,2,1,2
很虚,2,1,2
太燥,2,1,2
沉不住气,2,1,2
篮球,2,1,2
毫无疑义,2,1,2
瓜皮,2,1,2
灵药,2,1,2
端直,2,1,2
门徒,2,1,2
假身,2,1,2
中坚力量,1,1,1
设烂,1,1,1
差人,1,1,1
味腻,2,1,2
手本,2,1,2
法轮功,1,1,1
抬不,2,1,2
开怀畅饮,2,1,2
道别,2,1,2
晚宴,2,1,2
起头,2,1,2
过目不忘,2,1,2
收好,2,1,2
样片,2,1,2
白白的,2,1,2
单靠,2,1,2
计入,2,1,2
成麻,2,1,2
奥奖,2,1,2
大闹一场,2,1,2
起点网,2,1,2
服众,2,1,2
记看,2,1,2
中变,2,1,2
尖酸,2,1,2
神锋,2,1,2
无影,2,1,2
贪图,2,1,2
根本原因,2,1,2
臭文,2,1,2
交友,2,1,2
点写,2,1,2
剩卷福,2,1,2
机械表,2,1,2
记不起来,2,1,2
抽屉,2,1,2
迷请,1,1,1
所获,1,1,1
随性,2,1,2
装画,2,1,2
图纹,2,1,2
活兒,2,1,2
藏教,2,1,2
分过,2,1,2
速成班,2,1,2
魔法阵,2,1,2
大屏,2,1,2
讲法,2,1,2
变戏法,2,1,2
白种人,2,1,2
行当,2,1,2
长袍,2,1,2
黑白分明,2,1,2
生擒,2,1,2
领军人物,2,1,2
传教,2,1,2
应译,2,1,2
打更,2,1,2
我略,2,1,2
学武,2,1,2
增益,2,1,2
事故,2,1,2
神花,2,1,2
看雷,2,1,2
火圈,2,1,2
鱼缸,2,1,2
结语,2,1,2
应给,2,1,2
哲理性,2,1,2
郁闷死,2,1,2
摆盘,2,1,2
摆摆,2,1,2
糅在,2,1,2
不输给,2,1,2
妖塔,2,1,2
雷死人,2,1,2
扑克,2,1,2
空疏,2,1,2
戏风,2,1,2
固守,2,1,2
道教,1,1,1
特盗,2,1,2
欧洲人,1,1,1
大菠萝,2,1,2
假神,2,1,2
禁术,2,1,2
挂开,2,1,2
信教,2,1,2
时空观,2,1,2
感念,2,1,2
透透,2,1,2
特训,1,1,1
梵文,1,1,1
帆布背包,2,1,2
真糟,2,1,2
感带,2,1,2
留条,2,1,2
加塞,2,1,2
全盘接受,2,1,2
心移,2,1,2
得道,2,1,2
恐慎,2,1,2
藏医,2,1,2
传统医学,2,1,2
邪教徒,2,1,2
生厌,2,1,2
波鼬,2,1,2
命途,2,1,2
受创,2,1,2
逃不掉,2,1,2
何谈,2,1,2
转业,2,1,2
住院,2,1,2
天选,2,1,2
太气,2,1,2
装逼犯,2,1,2
认主,2,1,2
闻所未闻,2,1,2
戳穿,1,1,1
玩花样,2,1,2
算命,2,1,2
了骗,2,1,2
购票,2,1,2
堆堆,2,1,2
爱豆,2,1,2
两者之间,2,1,2
平淡无味,2,1,2
朦朦胧胧,2,1,2
菜鸡,2,1,2
瞬移,2,1,2
摆平,2,1,2
典故,1,1,1
医师,1,1,1
沸點,2,1,2
富貴,2,1,2
異域,2,1,2
水無法,2,1,2
沒喝,2,1,2
犬滿足,2,1,2
反類,2,1,2
靈魂出竅佛,2,1,2
畫虎,2,1,2
数过来,2,1,2
不活,2,1,2
病灶,2,1,2
重置,2,1,2
没了漫,1,1,1
环盗,2,1,2
包巾,2,1,2
情马,2,1,2
脸哥,2,1,2
死路一条,2,1,2
近乎零,2,1,2
上技,1,1,1
中性,1,1,1
上补,2,1,2
颠鸾倒凤,2,1,2
平台,2,1,2
之术,2,1,2
黑鹰坠落,2,1,2
拉拉杂杂,1,1,1
可甜,2,1,2
经不,2,1,2
大班,2,1,2
起新,2,1,2
体验式,2,1,2
修行者,2,1,2
坐床,2,1,2
字眼,2,1,2
心服口服,2,1,2
突遇,2,1,2
苦学,2,1,2
求稳,2,1,2
照翻,2,1,2
明着,2,1,2
吓唬,2,1,2
要长,1,1,1
装神弄鬼,1,1,1
不学无术,2,1,2
不彩,2,1,2
乱成一团,2,1,2
轰炸机,2,1,2
痴狂,2,1,2
因治,2,1,2
顽疾,2,1,2
娱乐城,2,1,2
鸡仔,2,1,2
造看,2,1,2
获赞,2,1,2
舍身取义,2,1,2
轮子功,2,1,2
将信将疑,2,1,2
感叹词,2,1,2
杆子,2,1,2
算不出,2,1,2
轴梗,2,1,2
定居,2,1,2
选召,2,1,2
花架子,2,1,2
相中,2,1,2
采纳,2,1,2
成人片,2,1,2
苍白无力,2,1,2
鬼怪,2,1,2
傲娇两星,2,1,2
迁就,2,1,2
感小,5,1,5
阅尽,5,1,5
轻熟,5,1,5
千帆却安之若怡,5,1,5
少侠,5,1,5
两颗心,5,1,5
灵活运用,4,1,4
家喻户晓,4,1,4
死给,5,1,5
领家,4,1,4
不求名利,4,1,4
意气,4,1,4
欢欢乐乐,4,1,4
墙式,5,1,5
叨没让,5,1,5
纵横,4,1,4
村口,5,1,5
贵重,4,1,4
截取,4,1,4
不惨,4,1,4
屁民剧,4,1,4
网络时代,4,1,4
拍为,4,1,4
逼话,4,1,4
赞影,4,1,4
三文治,4,1,4
消防梯,4,1,4
汀式,4,1,4
最暖,4,1,4
电线杆,4,1,4
戰鳥,4,1,4
重映,4,1,4
织网,4,1,4
痨得,4,1,4
了话,4,1,4
揉搓,4,1,4
成长型,4,1,4
知情人,4,1,4
游艇,4,1,4
街坊,4,1,4
另一侧,5,1,5
关切,5,1,5
爹史,4,1,4
充满希望,4,1,4
挤入,4,1,4
入伙,4,1,4
廣發元,4,1,4
戰勝,4,1,4
極權,4,1,4
哈话说,5,1,5
小市民,5,1,5
生计,5,1,5
飆升,4,1,4
教导处,5,1,5
出水,5,1,5
贫富不均,4,1,4
病话,4,1,4
恶狠狠,4,1,4
下卵,4,1,4
話癆,5,1,5
畫人,5,1,5
引导性,5,1,5
溯源,5,1,5
发丝,4,1,4
碾过,4,1,4
立体化,4,1,4
满格,4,1,4
见义勇为,4,1,4
助人,4,1,4
一哥,4,1,4
女管家,4,1,4
挺亮,4,1,4
要掉,4,1,4
记着,4,1,4
太圈,5,1,5
一箭双雕,5,1,5
险恶,5,1,5
渊源,5,1,5
